9f714ae28715ecede6d062355ff9d573271c0b91,DELETE,regular-file,config.py,347,
34ef1a57217878e21daba0bc4f20ded293a33e7e,DELETE,regular-file,venv/Lib/site-packages/flask/config.py,13219,
